npoints=66, a=(22.303030,56.530303,55.060606), b=(0.930426,-0.343369,-0.128079)
npoints=59, a=(23.237288,54.983051,53.220339), b=(0.857915,-0.513665,-0.011455)
npoints=49, a=(22.142857,55.081633,55.775510), b=(0.910732,-0.370352,-0.182776)
npoints=36, a=(19.083333,56.694444,54.250000), b=(0.781967,-0.618824,-0.074733)
npoints=38, a=(22.026316,57.842105,53.342105), b=(0.852595,-0.521845,-0.027565)
npoints=16, a=(16.437500,58.687500,56.687500), b=(0.010118,-0.788891,-0.614450)
npoints=15, a=(11.933333,60.466667,58.533333), b=(0.633231,0.283293,-0.720252)
npoints=15, a=(19.333333,59.000000,56.600000), b=(0.900600,-0.241258,-0.361544)
npoints=17, a=(16.058824,56.235294,56.764706), b=(0.777432,-0.465423,-0.423060)
npoints=15, a=(14.866667,60.866667,56.333333), b=(0.940490,-0.339728,-0.007897)
npoints=13, a=(21.076923,53.615385,54.230769), b=(0.850804,-0.525346,-0.012001)
npoints=13, a=(17.153846,58.230769,58.461538), b=(0.797143,-0.373490,-0.474413)
npoints=9, a=(20.444444,53.666667,56.888889), b=(0.918375,-0.272756,-0.286691)
npoints=5, a=(12.800000,61.000000,55.200000), b=(0.252661,0.933983,-0.252661)
npoints=6, a=(16.500000,58.833333,57.000000), b=(0.829915,0.104311,-0.548051)
npoints=6, a=(25.833333,55.666667,56.000000), b=(0.823986,-0.566611,0.000000)
npoints=6, a=(18.833333,57.500000,53.666667), b=(0.967671,-0.213759,0.133869)
npoints=6, a=(10.166667,60.500000,58.500000), b=(0.200753,0.843942,-0.497453)
npoints=4, a=(12.500000,60.500000,59.750000), b=(0.196753,-0.831543,0.519447)
npoints=5, a=(25.600000,53.400000,56.200000), b=(0.750748,-0.596475,-0.283891)
npoints=3, a=(15.333333,60.333333,53.666667), b=(0.112528,0.987256,-0.112528)
npoints=3, a=(14.000000,57.333333,55.000000), b=(0.345502,-0.872500,0.345502)
npoints=3, a=(32.000000,51.333333,54.333333), b=(0.932893,-0.340385,-0.117681)
npoints=2, a=(12.500000,56.500000,57.500000), b=(0.140028,0.140028,-0.980196)
npoints=2, a=(17.500000,59.500000,56.000000), b=(0.154303,0.771517,-0.617213)
npoints=2, a=(27.500000,56.500000,54.500000), b=(0.577350,-0.577350,-0.577350)
npoints=2, a=(28.500000,53.500000,54.500000), b=(-0.702740,0.702741,0.110959)
npoints=2, a=(39.000000,54.500000,54.500000), b=(0.000000,0.707107,0.707107)
npoints=2, a=(33.500000,49.000000,54.000000), b=(0.963993,-0.265929,0.000000)
npoints=2, a=(60.000000,52.500000,57.500000), b=(0.929758,0.321839,0.178800)
