npoints=218, a=(52.220183,16.903670,66.027523), b=(0.068261,-0.805818,0.588216)
npoints=207, a=(50.125604,75.705314,67.830918), b=(0.008011,0.792568,0.609731)
npoints=72, a=(51.041667,85.819444,82.319444), b=(0.411465,0.106763,0.905151)
npoints=47, a=(52.404255,8.914894,75.276596), b=(0.051583,-0.734617,0.676518)
npoints=35, a=(49.771429,84.857143,82.000000), b=(0.195976,-0.127649,-0.972265)
npoints=23, a=(52.826087,13.826087,65.304348), b=(0.114541,-0.806646,0.579830)
npoints=29, a=(50.310345,77.827586,72.586207), b=(0.044177,-0.766317,-0.640942)
npoints=20, a=(51.200000,5.200000,83.500000), b=(0.357514,0.127594,-0.925151)
npoints=13, a=(53.307692,87.384615,80.307692), b=(0.412176,0.132506,0.901417)
npoints=10, a=(48.900000,60.800000,59.100000), b=(0.024686,0.800437,0.598909)
npoints=8, a=(50.625000,82.750000,76.750000), b=(0.127060,0.119131,0.984715)
npoints=5, a=(48.600000,54.800000,60.600000), b=(0.042122,0.974534,0.220248)
npoints=6, a=(52.000000,25.333333,63.333333), b=(0.003481,-0.754251,0.656577)
npoints=5, a=(49.200000,3.000000,81.600000), b=(0.497453,0.243218,-0.832698)
npoints=5, a=(43.800000,60.800000,53.600000), b=(0.126517,0.650627,0.748785)
npoints=3, a=(70.000000,73.333333,57.000000), b=(0.835324,0.544488,0.075939)
npoints=3, a=(51.000000,79.666667,76.666667), b=(0.220099,0.090841,0.971238)
npoints=2, a=(17.500000,57.000000,35.000000), b=(0.722642,0.691223,0.000000)
npoints=2, a=(50.500000,14.000000,67.000000), b=(-0.218218,0.872871,-0.436436)
npoints=2, a=(68.000000,49.500000,45.000000), b=(0.554157,0.732279,-0.395826)
npoints=2, a=(54.000000,68.500000,48.500000), b=(0.868037,0.241121,0.434019)
