npoints=6, a=(48.000000,96.500000,62.000000), b=(0.000000,1.000000,0.000000)
npoints=4, a=(47.000000,95.500000,62.000000), b=(0.000000,1.000000,0.000000)
npoints=4, a=(47.000000,91.500000,51.000000), b=(0.000000,1.000000,0.000000)
npoints=4, a=(48.000000,89.500000,51.000000), b=(0.000000,1.000000,0.000000)
npoints=4, a=(49.000000,97.000000,62.000000), b=(0.000000,1.000000,0.000000)
npoints=3, a=(46.000000,93.000000,51.000000), b=(0.000000,1.000000,0.000000)
npoints=2, a=(50.000000,97.500000,62.000000), b=(0.000000,1.000000,0.000000)
