npoints=17, a=(31.000000,27.000000,80.823529), b=(0.000000,0.000000,1.000000)
npoints=16, a=(30.250000,26.000000,86.000000), b=(1.000000,0.000000,0.000000)
npoints=15, a=(28.333333,25.000000,86.000000), b=(1.000000,0.000000,0.000000)
npoints=15, a=(29.400000,25.000000,85.000000), b=(1.000000,0.000000,0.000000)
npoints=15, a=(29.000000,26.000000,84.000000), b=(1.000000,0.000000,0.000000)
npoints=15, a=(30.000000,27.000000,80.933333), b=(0.000000,0.000000,1.000000)
npoints=15, a=(32.000000,27.000000,80.733333), b=(0.000000,0.000000,1.000000)
npoints=15, a=(33.000000,27.000000,79.866667), b=(0.000000,0.000000,1.000000)
npoints=15, a=(33.000000,28.000000,80.800000), b=(0.000000,0.000000,1.000000)
npoints=15, a=(34.000000,27.000000,79.933333), b=(0.000000,0.000000,1.000000)
npoints=14, a=(30.285714,26.000000,85.000000), b=(1.000000,0.000000,0.000000)
npoints=14, a=(29.000000,27.000000,81.142857), b=(0.000000,0.000000,1.000000)
npoints=14, a=(32.000000,28.000000,81.000000), b=(0.000000,0.000000,1.000000)
npoints=14, a=(35.000000,27.000000,80.785714), b=(0.000000,0.000000,1.000000)
npoints=13, a=(30.000000,26.000000,81.000000), b=(1.000000,0.000000,0.000000)
npoints=13, a=(28.000000,27.000000,81.307692), b=(0.000000,0.000000,1.000000)
npoints=13, a=(31.000000,28.000000,80.923077), b=(0.000000,0.000000,1.000000)
npoints=12, a=(31.333333,26.000000,87.000000), b=(1.000000,0.000000,0.000000)
npoints=12, a=(28.166667,24.000000,85.000000), b=(1.000000,0.000000,0.000000)
npoints=12, a=(29.083333,25.000000,84.000000), b=(1.000000,0.000000,0.000000)
npoints=12, a=(34.000000,28.000000,80.333333), b=(0.000000,0.000000,1.000000)
npoints=12, a=(36.000000,27.000000,80.000000), b=(0.000000,0.000000,1.000000)
npoints=11, a=(32.090909,26.000000,88.000000), b=(1.000000,0.000000,0.000000)
npoints=16, a=(33.125000,25.000000,87.875000), b=(0.990216,0.000000,0.139545)
npoints=11, a=(30.363636,24.000000,86.000000), b=(1.000000,0.000000,0.000000)
npoints=11, a=(30.000000,26.000000,82.000000), b=(1.000000,0.000000,0.000000)
npoints=18, a=(32.166667,25.000000,79.611111), b=(0.909213,0.000000,-0.416332)
npoints=11, a=(32.090909,26.000000,79.000000), b=(1.000000,0.000000,0.000000)
npoints=11, a=(32.090909,26.000000,77.000000), b=(1.000000,0.000000,0.000000)
npoints=11, a=(35.000000,26.000000,73.000000), b=(1.000000,0.000000,0.000000)
npoints=10, a=(27.000000,27.000000,81.200000), b=(0.000000,0.000000,1.000000)
npoints=10, a=(29.000000,28.000000,80.800000), b=(0.000000,0.000000,1.000000)
npoints=10, a=(33.700000,26.000000,78.000000), b=(1.000000,0.000000,0.000000)
npoints=10, a=(32.400000,26.000000,76.000000), b=(1.000000,0.000000,0.000000)
npoints=10, a=(33.000000,29.000000,81.500000), b=(0.000000,0.000000,1.000000)
npoints=9, a=(32.555556,24.000000,88.000000), b=(1.000000,0.000000,0.000000)
npoints=9, a=(30.000000,26.000000,83.000000), b=(1.000000,0.000000,0.000000)
npoints=9, a=(31.111111,26.000000,80.000000), b=(1.000000,0.000000,0.000000)
npoints=9, a=(32.888889,25.000000,78.000000), b=(1.000000,0.000000,0.000000)
npoints=9, a=(31.000000,29.000000,82.777778), b=(0.000000,0.000000,1.000000)
npoints=9, a=(33.777778,25.000000,76.000000), b=(1.000000,0.000000,0.000000)
npoints=9, a=(32.111111,26.000000,75.000000), b=(1.000000,0.000000,0.000000)
npoints=9, a=(37.000000,27.000000,79.222222), b=(0.000000,0.000000,1.000000)
npoints=9, a=(30.888889,31.000000,89.777778), b=(0.996487,0.000000,0.083749)
npoints=8, a=(31.625000,25.000000,83.000000), b=(1.000000,0.000000,0.000000)
npoints=12, a=(35.083333,29.166667,89.000000), b=(0.543605,-0.839341,0.000000)
npoints=8, a=(32.000000,29.000000,82.375000), b=(0.000000,0.000000,1.000000)
npoints=7, a=(30.000000,28.000000,81.571429), b=(0.000000,0.000000,1.000000)
npoints=7, a=(30.000000,29.000000,83.000000), b=(0.000000,0.000000,1.000000)
npoints=7, a=(34.000000,29.000000,82.428571), b=(0.000000,0.000000,1.000000)
npoints=7, a=(35.000000,28.000000,80.285714), b=(0.000000,0.000000,1.000000)
