npoints=291, a=(31.718213,40.175258,74.343643), b=(0.011834,0.202048,-0.979304)
npoints=148, a=(34.331081,40.871622,70.743243), b=(0.052974,0.301382,-0.952031)
npoints=126, a=(66.460317,44.261905,38.444444), b=(0.966196,-0.075705,-0.246444)
npoints=135, a=(19.770370,78.688889,42.133333), b=(0.412894,-0.903594,0.114178)
npoints=93, a=(29.655914,39.010753,73.548387), b=(0.036178,-0.276898,0.960218)
npoints=89, a=(33.044944,42.640449,72.921348), b=(0.030492,-0.235622,0.971366)
npoints=64, a=(31.734375,38.625000,68.437500), b=(0.021685,-0.245903,0.969052)
npoints=64, a=(30.078125,42.078125,75.718750), b=(0.020344,0.248255,-0.968481)
npoints=47, a=(36.234043,41.191489,72.978723), b=(0.071133,0.250678,-0.965454)
npoints=37, a=(62.945946,43.729730,36.513514), b=(0.989174,-0.051945,-0.137248)
npoints=31, a=(31.032258,40.580645,90.709677), b=(0.997540,0.069200,0.011234)
npoints=39, a=(17.205128,83.923077,43.589744), b=(0.295804,-0.955148,0.013916)
npoints=31, a=(36.225806,38.774194,73.806452), b=(0.160339,-0.187653,0.969060)
npoints=20, a=(18.350000,80.850000,39.750000), b=(0.459536,-0.880441,0.116835)
npoints=20, a=(29.200000,37.450000,90.700000), b=(0.988017,0.154327,-0.002143)
npoints=16, a=(33.375000,36.187500,85.812500), b=(0.656109,-0.338682,0.674400)
npoints=14, a=(18.357143,86.785714,41.785714), b=(0.286409,-0.873454,-0.393762)
npoints=14, a=(62.642857,44.642857,41.857143), b=(0.963630,-0.090268,-0.251534)
npoints=19, a=(32.526316,45.473684,71.210526), b=(0.172857,0.201521,-0.964111)
npoints=13, a=(35.615385,43.692308,65.846154), b=(0.982548,-0.131443,-0.131616)
npoints=12, a=(34.333333,36.500000,76.333333), b=(0.999057,0.023442,-0.036549)
npoints=10, a=(15.200000,83.500000,36.900000), b=(-0.014050,0.974982,0.221839)
npoints=12, a=(27.666667,39.666667,79.166667), b=(0.208643,0.977881,0.014743)
npoints=13, a=(39.000000,42.384615,69.615385), b=(0.054957,-0.360429,0.931166)
npoints=9, a=(38.111111,43.000000,54.777778), b=(0.663773,0.118898,-0.738423)
npoints=8, a=(14.625000,88.125000,41.750000), b=(0.885216,-0.057561,-0.461606)
npoints=6, a=(28.333333,36.666667,81.166667), b=(0.040234,-0.021114,0.998967)
npoints=6, a=(28.166667,41.333333,59.833333), b=(0.294094,-0.499938,0.814598)
npoints=8, a=(29.250000,45.500000,70.875000), b=(0.282881,0.350084,-0.892983)
npoints=8, a=(37.125000,40.000000,66.000000), b=(0.666251,0.043326,-0.744468)
npoints=5, a=(37.200000,41.600000,62.000000), b=(0.828737,0.559638,0.000000)
npoints=4, a=(53.000000,46.250000,45.500000), b=(0.630095,0.004358,-0.776506)
npoints=3, a=(22.666667,77.666667,38.000000), b=(0.274119,0.907973,-0.316927)
npoints=3, a=(70.666667,41.666667,33.666667), b=(0.993200,-0.034892,-0.111066)
npoints=3, a=(40.000000,51.333333,41.000000), b=(0.759310,-0.649029,-0.047005)
npoints=3, a=(23.333333,67.666667,39.333333), b=(0.143873,-0.979082,0.143873)
npoints=3, a=(29.666667,52.666667,47.333333), b=(0.186533,-0.755506,0.628026)
npoints=3, a=(26.000000,46.000000,63.333333), b=(0.494074,0.494074,0.715389)
npoints=3, a=(37.000000,43.666667,74.000000), b=(0.288160,0.334711,-0.897180)
npoints=3, a=(47.000000,57.000000,44.000000), b=(0.779682,-0.626176,0.000000)
npoints=2, a=(28.500000,36.000000,73.500000), b=(0.737865,-0.421637,0.527046)
npoints=2, a=(32.000000,40.000000,68.000000), b=(-0.371391,0.557086,-0.742781)
npoints=2, a=(33.000000,54.500000,60.500000), b=(-0.195292,0.566346,-0.800696)
npoints=2, a=(48.000000,43.500000,49.500000), b=(0.689246,0.034462,-0.723708)
