61,16,73
62,15,73
63,16,73
64,13,73
64,15,73
65,11,73
65,12,73
65,13,73
65,14,73
65,15,73
65,16,73
66,13,73
66,14,73
66,15,73
66,16,73
67,9,73
67,11,73
67,12,73
67,13,73
67,14,73
67,15,73
67,16,73
68,13,73
68,15,73
68,16,73
68,18,73
69,14,73
69,15,73
69,16,73
69,17,73
69,18,73
69,19,73
70,13,73
70,15,73
70,16,73
70,17,73
70,18,73
71,13,73
71,16,73
71,17,73
71,18,73
72,16,73
72,17,73
72,18,73
73,17,73
73,18,73
74,17,73
74,18,73
75,18,73
77,19,73
77,20,73
79,21,73
63,15,72
64,12,72
64,13,72
64,14,72
64,15,72
64,16,72
65,13,72
65,14,72
65,16,72
65,17,72
66,13,72
66,14,72
66,15,72
66,17,72
67,13,72
67,14,72
67,15,72
67,16,72
67,17,72
68,13,72
68,14,72
68,15,72
68,16,72
68,17,72
69,14,72
69,15,72
69,16,72
69,17,72
69,18,72
70,15,72
70,16,72
70,17,72
71,13,72
71,14,72
71,15,72
71,16,72
71,17,72
71,18,72
72,16,72
72,17,72
72,18,72
73,17,72
74,18,72
74,21,72
75,18,72
76,18,72
80,19,72
64,13,71
64,14,71
64,15,71
64,16,71
65,14,71
65,17,71
66,14,71
66,15,71
66,16,71
66,17,71
67,13,71
67,14,71
67,15,71
67,16,71
68,14,71
68,16,71
68,17,71
69,13,71
69,14,71
69,15,71
69,16,71
69,17,71
69,18,71
70,14,71
70,15,71
70,16,71
70,18,71
71,13,71
71,14,71
71,15,71
71,17,71
71,18,71
73,18,71
74,18,71
76,19,71
62,16,70
62,18,70
63,16,70
63,17,70
63,18,70
64,15,70
64,16,70
64,17,70
64,18,70
65,14,70
65,15,70
65,16,70
65,17,70
66,14,70
66,15,70
66,16,70
66,17,70
67,14,70
67,15,70
67,16,70
67,17,70
68,13,70
68,14,70
68,15,70
68,16,70
68,17,70
68,18,70
69,14,70
69,15,70
69,16,70
69,17,70
70,14,70
70,15,70
70,16,70
70,17,70
71,16,70
72,14,70
73,17,70
63,16,69
63,17,69
64,16,69
64,17,69
64,18,69
65,14,69
65,16,69
65,17,69
