63,38,92
66,39,92
68,40,92
69,39,92
69,40,92
69,41,92
73,40,92
77,40,92
81,36,92
62,32,89
62,34,89
63,32,89
64,32,89
65,37,89
66,33,89
66,34,89
67,33,89
67,34,89
67,38,89
68,28,89
68,33,89
68,34,89
69,29,89
69,30,89
69,33,89
69,34,89
69,35,89
70,32,89
70,33,89
70,34,89
70,35,89
70,39,89
71,32,89
71,33,89
71,34,89
72,33,89
72,34,89
72,39,89
73,32,89
73,33,89
73,34,89
73,35,89
74,33,89
74,35,89
75,33,89
79,32,89
67,33,88
68,33,88
69,33,88
69,34,88
69,35,88
70,33,88
70,34,88
70,37,88
71,33,88
71,34,88
71,35,88
71,37,88
72,33,88
72,34,88
72,35,88
73,33,88
73,34,88
73,35,88
74,35,88
65,35,87
66,31,87
66,32,87
66,33,87
66,35,87
67,30,87
67,32,87
67,33,87
67,35,87
67,36,87
68,33,87
68,34,87
68,35,87
68,36,87
68,37,87
69,31,87
69,32,87
69,33,87
69,34,87
69,35,87
69,36,87
69,37,87
70,30,87
70,31,87
70,32,87
70,33,87
70,34,87
70,35,87
70,36,87
70,37,87
70,38,87
71,30,87
71,31,87
71,32,87
71,33,87
71,34,87
71,35,87
71,36,87
71,37,87
72,31,87
72,32,87
72,33,87
72,34,87
72,35,87
72,36,87
73,31,87
73,33,87
73,34,87
73,35,87
74,32,87
74,33,87
74,35,87
74,36,87
75,32,87
75,33,87
75,34,87
76,33,87
65,33,86
65,35,86
66,33,86
66,35,86
67,33,86
67,34,86
67,35,86
68,32,86
68,33,86
68,34,86
68,36,86
68,37,86
69,31,86
69,32,86
69,33,86
69,34,86
69,35,86
69,36,86
69,37,86
70,30,86
70,31,86
70,32,86
70,33,86
70,34,86
70,35,86
70,36,86
70,37,86
71,32,86
71,33,86
71,34,86
71,35,86
71,36,86
72,33,86
72,34,86
72,35,86
72,36,86
73,33,86
73,35,86
74,32,86
74,33,86
75,33,86
66,32,85
66,33,85
66,34,85
66,35,85
67,32,85
67,33,85
67,34,85
67,35,85
68,32,85
68,33,85
68,34,85
68,35,85
68,36,85
69,32,85
69,33,85
69,34,85
69,35,85
69,36,85
70,31,85
70,32,85
70,33,85
70,34,85
70,35,85
71,32,85
71,33,85
71,34,85
71,35,85
72,31,85
72,33,85
72,34,85
72,35,85
73,34,85
73,35,85
74,34,85
67,33,84
67,34,84
67,35,84
67,36,84
68,32,84
68,33,84
68,34,84
68,35,84
69,32,84
69,33,84
69,34,84
69,35,84
69,36,84
70,32,84
70,33,84
70,34,84
70,35,84
70,36,84
70,37,84
71,32,84
71,33,84
71,34,84
71,35,84
71,36,84
72,33,84
72,34,84
72,35,84
72,36,84
72,37,84
73,33,84
73,34,84
67,34,83
67,36,83
68,33,83
68,34,83
69,33,83
69,34,83
69,35,83
69,36,83
70,33,83
70,34,83
70,35,83
70,36,83
71,32,83
71,33,83
71,34,83
71,35,83
71,36,83
72,33,83
72,34,83
72,35,83
72,36,83
73,34,83
67,34,82
68,33,82
68,34,82
68,35,82
69,33,82
69,34,82
69,35,82
70,33,82
70,34,82
70,35,82
70,36,82
71,34,82
71,35,82
71,36,82
72,34,82
72,35,82
72,36,82
73,34,82
67,34,81
68,34,81
68,35,81
69,33,81
69,34,81
69,35,81
70,33,81
70,34,81
70,35,81
71,33,81
71,34,81
71,35,81
72,33,81
72,34,81
72,35,81
72,36,81
66,34,80
67,33,80
67,34,80
67,36,80
68,34,80
68,35,80
69,33,80
69,34,80
69,35,80
69,36,80
70,33,80
70,34,80
70,35,80
71,32,80
71,33,80
71,34,80
71,36,80
71,37,80
72,35,80
72,36,80
73,34,80
73,35,80
73,36,80
74,35,80
75,35,80
66,34,79
66,35,79
66,36,79
67,34,79
67,35,79
68,33,79
68,34,79
68,35,79
69,33,79
69,34,79
69,35,79
69,36,79
70,33,79
70,34,79
70,35,79
70,36,79
70,38,79
71,33,79
71,34,79
71,35,79
71,36,79
71,37,79
72,33,79
72,34,79
72,35,79
72,36,79
73,34,79
73,36,79
73,38,79
74,34,79
74,35,79
75,34,79
75,35,79
66,34,78
66,35,78
67,35,78
68,34,78
69,33,78
69,34,78
69,35,78
69,36,78
70,33,78
70,34,78
70,35,78
71,34,78
71,35,78
72,34,78
72,35,78
72,36,78
72,37,78
73,33,78
73,35,78
74,34,78
66,34,77
67,34,77
68,35,77
68,36,77
69,34,77
69,35,77
69,36,77
69,37,77
69,38,77
70,32,77
70,33,77
70,34,77
70,35,77
70,36,77
70,37,77
71,33,77
71,34,77
71,35,77
71,36,77
72,33,77
72,34,77
73,33,77
73,34,77
66,34,76
67,34,76
67,35,76
68,34,76
68,35,76
69,34,76
69,35,76
70,33,76
70,34,76
70,35,76
70,36,76
70,37,76
71,33,76
71,34,76
71,35,76
71,36,76
71,37,76
72,34,76
72,36,76
72,37,76
67,34,75
67,35,75
68,34,75
68,35,75
69,34,75
69,35,75
69,36,75
69,37,75
70,34,75
70,35,75
70,36,75
70,37,75
71,34,75
71,35,75
71,36,75
71,37,75
72,34,75
73,34,75
73,35,75
74,35,75
67,34,74
67,35,74
69,34,74
69,35,74
69,36,74
70,34,74
70,35,74
70,36,74
71,34,74
71,35,74
71,36,74
71,37,74
72,35,74
72,36,74
65,34,73
65,36,73
66,34,73
66,36,73
67,34,73
67,35,73
67,36,73
67,37,73
68,34,73
68,35,73
68,36,73
69,34,73
69,35,73
69,36,73
70,34,73
70,35,73
70,36,73
70,37,73
71,35,73
71,36,73
71,37,73
72,35,73
72,36,73
68,35,72
68,36,72
69,35,72
69,36,72
70,35,72
70,36,72
70,37,72
71,36,72
66,36,71
67,35,71
68,34,71
68,35,71
69,35,71
69,36,71
69,37,71
70,35,71
70,36,71
70,37,71
70,38,71
71,35,71
71,36,71
71,37,71
72,35,71
72,36,71
72,37,71
66,37,70
67,37,70
68,36,70
68,37,70
69,34,70
69,35,70
69,36,70
69,37,70
70,35,70
70,36,70
70,37,70
71,35,70
71,36,70
71,37,70
71,38,70
72,35,70
66,36,69
67,36,69
68,33,69
68,37,69
69,35,69
69,36,69
69,37,69
69,38,69
69,40,69
70,34,69
70,35,69
70,36,69
70,37,69
70,39,69
70,40,69
71,34,69
71,35,69
71,36,69
71,38,69
71,40,69
72,34,69
72,35,69
67,37,68
